character,event_summary,book,paragraph_num
Harry,Harry wiped his forehead on his sleeve as Draco turned away.,02 Harry Potter And The Chamber Of Secrets,394
Borgin,"Muttering darkly, Mr. Borgin disappeared into a back room.",02 Harry Potter And The Chamber Of Secrets,398
Harry,"Harry waited for a minute in case he came back, then, quietly as he could, slipped out of the cabinet, past the glass cases, and out of the shop door.",02 Harry Potter And The Chamber Of Secrets,398
Harry,"Clutching his broken glasses to his face, Harry stared around.",02 Harry Potter And The Chamber Of Secrets,399
Burkes,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",02 Harry Potter And The Chamber Of Secrets,399
Borgin,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",02 Harry Potter And The Chamber Of Secrets,399
Knockturn Alley,An old wooden street sign hanging over a shop selling poisonous candles told him he was in Knockturn Alley.,02 Harry Potter And The Chamber Of Secrets,400
Harry,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",02 Harry Potter And The Chamber Of Secrets,406
yeh,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",02 Harry Potter And The Chamber Of Secrets,406
Knockturn Alley,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",02 Harry Potter And The Chamber Of Secrets,406
Harry,Harry explained all about Dobby and the Dursleys.,02 Harry Potter And The Chamber Of Secrets,410
Dobby,Harry explained all about Dobby and the Dursleys.,02 Harry Potter And The Chamber Of Secrets,410
Dursleys,Harry explained all about Dobby and the Dursleys.,02 Harry Potter And The Chamber Of Secrets,410
Harry,"“Oh, Harry — oh, my dear — you could have been anywhere —”",02 Harry Potter And The Chamber Of Secrets,418
Burkes,“Guess who I saw in Borgin and Burkes?”,02 Harry Potter And The Chamber Of Secrets,421
Weasley,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,02 Harry Potter And The Chamber Of Secrets,429
Grangers,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,02 Harry Potter And The Chamber Of Secrets,429
Percy,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Gambol,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Fred,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Lee Jordan,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Filibuster’s Fabulous Wet-Start,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Japes Wizarding Joke Shop,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",02 Harry Potter And The Chamber Of Secrets,431
Ron,"“A study of Hogwarts prefects and their later careers,” Ron read aloud off the back cover.",02 Harry Potter And The Chamber Of Secrets,432
Harry,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",02 Harry Potter And The Chamber Of Secrets,433
Ron,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",02 Harry Potter And The Chamber Of Secrets,433
Percy,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",02 Harry Potter And The Chamber Of Secrets,433
Gilderoy Lockhart,"A long line wound right to the back of the shop, where Gilderoy Lockhart was signing his books.",02 Harry Potter And The Chamber Of Secrets,437
Granger,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",02 Harry Potter And The Chamber Of Secrets,437
Weasleys,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",02 Harry Potter And The Chamber Of Secrets,437
Grade 2,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",02 Harry Potter And The Chamber Of Secrets,437
Ron,"“Out of the way, there,” he snarled at Ron, moving back to get a better shot.",02 Harry Potter And The Chamber Of Secrets,441
Ron,"“Big deal,” said Ron, rubbing his foot where the photographer had stepped on it.",02 Harry Potter And The Chamber Of Secrets,442
Gilderoy Lockhart,Gilderoy Lockhart heard him.,02 Harry Potter And The Chamber Of Secrets,443
Weasleys,"Harry’s face burned as Lockhart shook his hand for the photographer, who was clicking away madly, wafting thick smoke over the Weasleys.",02 Harry Potter And The Chamber Of Secrets,444
Harry’s,"Harry’s face burned as Lockhart shook his hand for the photographer, who was clicking away madly, wafting thick smoke over the Weasleys.",02 Harry Potter And The Chamber Of Secrets,444
Malfoy,"“Famous Harry Potter,” said Malfoy.",02 Harry Potter And The Chamber Of Secrets,452
Malfoy,"“Busy time at the Ministry, I hear,” said Mr. Malfoy.",02 Harry Potter And The Chamber Of Secrets,460
Ginny,"He reached into Ginny’s cauldron and extracted, from amid the glossy Lockhart books, a very old, very battered copy of A Beginner’s Guide to Transfiguration.",02 Harry Potter And The Chamber Of Secrets,461
Malfoy,"“We have a very different idea of what disgraces the name of wizard, Malfoy,” he said.",02 Harry Potter And The Chamber Of Secrets,464
Weasley,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",02 Harry Potter And The Chamber Of Secrets,466
Fred,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",02 Harry Potter And The Chamber Of Secrets,466
Arthur,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",02 Harry Potter And The Chamber Of Secrets,466
George,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",02 Harry Potter And The Chamber Of Secrets,466
Weasley,In an instant he had pulled Mr. Weasley and Mr. Malfoy apart.,02 Harry Potter And The Chamber Of Secrets,467
Malfoy,In an instant he had pulled Mr. Weasley and Mr. Malfoy apart.,02 Harry Potter And The Chamber Of Secrets,467
Malfoy,"“Rotten ter the core, the whole family, everyone knows that — no Malfoy’s worth listenin’ ter — bad blood, that’s what it is — come on now — let’s get outta here.”",02 Harry Potter And The Chamber Of Secrets,469
Weasley,"They hurried up the street, the Grangers shaking with fright and Mrs. Weasley beside herself with fury.",02 Harry Potter And The Chamber Of Secrets,470
Grangers,"They hurried up the street, the Grangers shaking with fright and Mrs. Weasley beside herself with fury.",02 Harry Potter And The Chamber Of Secrets,470
Harry,Harry took off his glasses and put them safely in his pocket before helping himself to Floo powder.,02 Harry Potter And The Chamber Of Secrets,474
Floo,Harry took off his glasses and put them safely in his pocket before helping himself to Floo powder.,02 Harry Potter And The Chamber Of Secrets,474
Ginny,"Mrs. Weasley dashed about in a bad mood looking for spare socks and quills; people kept colliding on the stairs, half-dressed with bits of toast in their hands; and Mr. Weasley nearly broke his neck, tripping over a stray chicken as he crossed the yard carrying Ginny’s trunk to the car.",02 Harry Potter And The Chamber Of Secrets,477
Weasley,"Mrs. Weasley dashed about in a bad mood looking for spare socks and quills; people kept colliding on the stairs, half-dressed with bits of toast in their hands; and Mr. Weasley nearly broke his neck, tripping over a stray chicken as he crossed the yard carrying Ginny’s trunk to the car.",02 Harry Potter And The Chamber Of Secrets,477
Harry,"Harry couldn’t see how eight people, six large trunks, two owls, and a rat were going to fit into one small Ford Anglia.",02 Harry Potter And The Chamber Of Secrets,478
Weasley,Mr. Weasley dashed across the road to get trolleys for their trunks and they all hurried into the station.,02 Harry Potter And The Chamber Of Secrets,484
Harry,Harry had caught the Hogwarts Express the previous year.,02 Harry Potter And The Chamber Of Secrets,485
Harry,Harry made sure that Hedwig’s cage was safely wedged on top of his trunk and wheeled his trolley around to face the barrier.,02 Harry Potter And The Chamber Of Secrets,490
