character,event_summary,book,paragraph_num,event_type,chapter_estimate
Harry,"Trying hard to bear all this in mind, Harry took a pinch of Floo powder and walked to the edge of the fire.",Harry Potter And The Chamber Of Secrets,357,unknown,4
Floo,"Trying hard to bear all this in mind, Harry took a pinch of Floo powder and walked to the edge of the fire.",Harry Potter And The Chamber Of Secrets,357,unknown,4
Harry,"Even worse, the dark, narrow street Harry could see through the dusty shop window was definitely not Diagon Alley.",Harry Potter And The Chamber Of Secrets,361,unknown,4
Malfoy,"Seconds later, a bell clanged, and Malfoy stepped into the shop.",Harry Potter And The Chamber Of Secrets,363,unknown,4
Harry Potter,“Harry Potter got a Nimbus Two Thousand last year.,Harry Potter And The Chamber Of Secrets,367,unknown,4
Dumbledore,Special permission from Dumbledore so he could play for Gryffindor.,Harry Potter And The Chamber Of Secrets,367,unknown,4
Gryffindor,Special permission from Dumbledore so he could play for Gryffindor.,Harry Potter And The Chamber Of Secrets,367,unknown,4
Malfoy,Malfoy bent down to examine a shelf full of skulls.,Harry Potter And The Chamber Of Secrets,368,unknown,4
Malfoy,"The name Malfoy still commands a certain respect, yet the Ministry grows ever more meddlesome.",Harry Potter And The Chamber Of Secrets,378,unknown,4
Arthur Weasley,"There are rumors about a new Muggle Protection Act — no doubt that flea-bitten, Muggle-loving fool Arthur Weasley is behind it —”",Harry Potter And The Chamber Of Secrets,378,unknown,4
Malfoy,"“Though if his grades don’t pick up,” said Mr. Malfoy, more coldly still, “that may indeed be all he is fit for —”",Harry Potter And The Chamber Of Secrets,384,unknown,4
Malfoy,"“In that case, perhaps we can return to my list,” said Mr. Malfoy shortly.",Harry Potter And The Chamber Of Secrets,391,unknown,4
Borgin,"“I am in something of a hurry, Borgin, I have important business elsewhere today —”",Harry Potter And The Chamber Of Secrets,391,unknown,4
Harry,Harry wiped his forehead on his sleeve as Draco turned away.,Harry Potter And The Chamber Of Secrets,394,unknown,4
Borgin,"Muttering darkly, Mr. Borgin disappeared into a back room.",Harry Potter And The Chamber Of Secrets,398,unknown,4
Harry,"Harry waited for a minute in case he came back, then, quietly as he could, slipped out of the cabinet, past the glass cases, and out of the shop door.",Harry Potter And The Chamber Of Secrets,398,unknown,4
Harry,"Clutching his broken glasses to his face, Harry stared around.",Harry Potter And The Chamber Of Secrets,399,unknown,4
Burkes,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",Harry Potter And The Chamber Of Secrets,399,unknown,4
Borgin,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",Harry Potter And The Chamber Of Secrets,399,unknown,4
Knockturn Alley,An old wooden street sign hanging over a shop selling poisonous candles told him he was in Knockturn Alley.,Harry Potter And The Chamber Of Secrets,400,unknown,5
Harry,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,unknown,5
Yeh,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,unknown,5
Knockturn Alley,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,unknown,5
Harry,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,unknown,5
Dobby,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,unknown,5
Dursleys,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,unknown,5
Harry,"“Oh, Harry — oh, my dear — you could have been anywhere —”",Harry Potter And The Chamber Of Secrets,418,unknown,5
Burkes,“Guess who I saw in Borgin and Burkes?”,Harry Potter And The Chamber Of Secrets,421,unknown,5
Weasley,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,Harry Potter And The Chamber Of Secrets,429,unknown,5
Grangers,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,Harry Potter And The Chamber Of Secrets,429,unknown,5
Percy,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Gambol,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Fred,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Lee Jordan,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Filibuster’S Fabulous Wet-Start,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Japes Wizarding Joke Shop,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,unknown,5
Ron,"“A study of Hogwarts prefects and their later careers,” Ron read aloud off the back cover.",Harry Potter And The Chamber Of Secrets,432,unknown,5
Harry,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,unknown,5
Ron,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,unknown,5
Percy,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,unknown,5
Gilderoy Lockhart,"A long line wound right to the back of the shop, where Gilderoy Lockhart was signing his books.",Harry Potter And The Chamber Of Secrets,437,unknown,5
Granger,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",Harry Potter And The Chamber Of Secrets,437,unknown,5
Weasleys,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",Harry Potter And The Chamber Of Secrets,437,unknown,5
Grade 2,"They each grabbed a copy of The Standard Book of Spells, Grade 2 and sneaked up the line to where the rest of the Weasleys were standing with Mr. and Mrs. Granger.",Harry Potter And The Chamber Of Secrets,437,unknown,5
Ron,"“Out of the way, there,” he snarled at Ron, moving back to get a better shot.",Harry Potter And The Chamber Of Secrets,441,unknown,5
Ron,"“Big deal,” said Ron, rubbing his foot where the photographer had stepped on it.",Harry Potter And The Chamber Of Secrets,442,unknown,5
Gilderoy Lockhart,Gilderoy Lockhart heard him.,Harry Potter And The Chamber Of Secrets,443,unknown,5
Weasleys,"Harry’s face burned as Lockhart shook his hand for the photographer, who was clicking away madly, wafting thick smoke over the Weasleys.",Harry Potter And The Chamber Of Secrets,444,unknown,5
Harry’S,"Harry’s face burned as Lockhart shook his hand for the photographer, who was clicking away madly, wafting thick smoke over the Weasleys.",Harry Potter And The Chamber Of Secrets,444,unknown,5
Malfoy,"“Famous Harry Potter,” said Malfoy.",Harry Potter And The Chamber Of Secrets,452,unknown,5
Malfoy,"“Busy time at the Ministry, I hear,” said Mr. Malfoy.",Harry Potter And The Chamber Of Secrets,460,unknown,5
Ginny,"He reached into Ginny’s cauldron and extracted, from amid the glossy Lockhart books, a very old, very battered copy of A Beginner’s Guide to Transfiguration.",Harry Potter And The Chamber Of Secrets,461,unknown,5
Malfoy,"“We have a very different idea of what disgraces the name of wizard, Malfoy,” he said.",Harry Potter And The Chamber Of Secrets,464,unknown,5
Weasley,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",Harry Potter And The Chamber Of Secrets,466,unknown,5
Fred,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",Harry Potter And The Chamber Of Secrets,466,unknown,5
Arthur,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",Harry Potter And The Chamber Of Secrets,466,unknown,5
George,"Dozens of heavy spellbooks came thundering down on all their heads; there was a yell of, “Get him, Dad!” from Fred or George; Mrs. Weasley was shrieking, “No, Arthur, no!”; the crowd stampeded backward, knocking more shelves over; “Gentlemen, please — please!”",Harry Potter And The Chamber Of Secrets,466,unknown,5
Weasley,In an instant he had pulled Mr. Weasley and Mr. Malfoy apart.,Harry Potter And The Chamber Of Secrets,467,unknown,5
Malfoy,In an instant he had pulled Mr. Weasley and Mr. Malfoy apart.,Harry Potter And The Chamber Of Secrets,467,unknown,5
Malfoy,"“Rotten ter the core, the whole family, everyone knows that — no Malfoy’s worth listenin’ ter — bad blood, that’s what it is — come on now — let’s get outta here.”",Harry Potter And The Chamber Of Secrets,469,unknown,5
Weasley,"They hurried up the street, the Grangers shaking with fright and Mrs. Weasley beside herself with fury.",Harry Potter And The Chamber Of Secrets,470,unknown,5
