character,event_summary,book,paragraph_num,event_type,chapter_estimate,entities_mentioned
"Harry, Ron, Fred","Harry, Ron, Fred, and George were planning to go up the hill to a small paddock the Weasleys owned.",Harry Potter And The Chamber Of Secrets,330,other,4,"Harry, Ron, Fred, George, Weasleys"
George,"Harry, Ron, Fred, and George were planning to go up the hill to a small paddock the Weasleys owned.",Harry Potter And The Chamber Of Secrets,330,other,4,"Harry, Ron, Fred, George, Weasleys"
Quidditch,"It was surrounded by trees that blocked it from view of the village below, meaning that they could practice Quidditch there, as long as they didn’t fly too high.",Harry Potter And The Chamber Of Secrets,330,other,4,Quidditch
Ron’S,"They took turns riding Harry’s Nimbus Two Thousand, which was easily the best broom; Ron’s old Shooting Star was often outstripped by passing butterflies.",Harry Potter And The Chamber Of Secrets,331,other,4,"Harry’s Nimbus, Ron’s, Shooting Star"
Shooting Star,"They took turns riding Harry’s Nimbus Two Thousand, which was easily the best broom; Ron’s old Shooting Star was often outstripped by passing butterflies.",Harry Potter And The Chamber Of Secrets,331,other,4,"Harry’s Nimbus, Ron’s, Shooting Star"
Harry’S Nimbus,"They took turns riding Harry’s Nimbus Two Thousand, which was easily the best broom; Ron’s old Shooting Star was often outstripped by passing butterflies.",Harry Potter And The Chamber Of Secrets,331,other,4,"Harry’s Nimbus, Ron’s, Shooting Star"
Head Boy,"If we’re not careful, we’ll have another Head Boy in the family.",Harry Potter And The Chamber Of Secrets,334,other,4,Head Boy
Bill,Bill was the oldest Weasley brother.,Harry Potter And The Chamber Of Secrets,335,other,4,"Bill, Weasley"
Hogwarts,"He and the next brother, Charlie, had already left Hogwarts.",Harry Potter And The Chamber Of Secrets,335,movement,4,"Charlie, Hogwarts"
Charlie,"He and the next brother, Charlie, had already left Hogwarts.",Harry Potter And The Chamber Of Secrets,335,movement,4,"Charlie, Hogwarts"
Harry,"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard’s bank, Gringotts.",Harry Potter And The Chamber Of Secrets,335,other,4,"Harry, Charlie, Romania, Bill, Egypt, Gringotts"
Gringotts,"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard’s bank, Gringotts.",Harry Potter And The Chamber Of Secrets,335,other,4,"Harry, Charlie, Romania, Bill, Egypt, Gringotts"
Charlie,"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard’s bank, Gringotts.",Harry Potter And The Chamber Of Secrets,335,other,4,"Harry, Charlie, Romania, Bill, Egypt, Gringotts"
Bill,"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard’s bank, Gringotts.",Harry Potter And The Chamber Of Secrets,335,other,4,"Harry, Charlie, Romania, Bill, Egypt, Gringotts"
Gringotts,Stored in an underground vault at Gringotts in London was a small fortune that his parents had left him.,Harry Potter And The Chamber Of Secrets,337,movement,4,"Gringotts, London"
Knuts,"Of course, it was only in the wizarding world that he had money; you couldn’t use Galleons, Sickles, and Knuts in Muggle shops.",Harry Potter And The Chamber Of Secrets,337,other,4,"Galleons, Knuts, Muggle"
Weasley,Mrs. Weasley woke them all early the following Wednesday.,Harry Potter And The Chamber Of Secrets,338,other,4,Weasley
Arthur,"“We’re running low, Arthur,” she sighed.",Harry Potter And The Chamber Of Secrets,339,other,4,Arthur
Floo,"“Floo powder’s a lot quicker, dear, but goodness me, if you’ve never used it before —”",Harry Potter And The Chamber Of Secrets,343,other,4,Floo
Dudley,"“Dudley would think it was a brilliant joke if I got lost up a chimney, don’t worry about that —”",Harry Potter And The Chamber Of Secrets,352,other,4,Dudley
Fred,“But don’t panic and get out too early; wait until you see Fred and George.”,Harry Potter And The Chamber Of Secrets,356,other,4,"Fred, George"
George,“But don’t panic and get out too early; wait until you see Fred and George.”,Harry Potter And The Chamber Of Secrets,356,other,4,"Fred, George"
Harry,"Trying hard to bear all this in mind, Harry took a pinch of Floo powder and walked to the edge of the fire.",Harry Potter And The Chamber Of Secrets,357,other,4,"Harry, Floo"
Floo,"Trying hard to bear all this in mind, Harry took a pinch of Floo powder and walked to the edge of the fire.",Harry Potter And The Chamber Of Secrets,357,other,4,"Harry, Floo"
Harry,"Even worse, the dark, narrow street Harry could see through the dusty shop window was definitely not Diagon Alley.",Harry Potter And The Chamber Of Secrets,361,other,4,"Harry, Diagon Alley"
Malfoy,"Seconds later, a bell clanged, and Malfoy stepped into the shop.",Harry Potter And The Chamber Of Secrets,363,other,4,Malfoy
Harry Potter,“Harry Potter got a Nimbus Two Thousand last year.,Harry Potter And The Chamber Of Secrets,367,other,4,Harry Potter
Dumbledore,Special permission from Dumbledore so he could play for Gryffindor.,Harry Potter And The Chamber Of Secrets,367,other,4,"Dumbledore, Gryffindor"
Gryffindor,Special permission from Dumbledore so he could play for Gryffindor.,Harry Potter And The Chamber Of Secrets,367,other,4,"Dumbledore, Gryffindor"
Malfoy,Malfoy bent down to examine a shelf full of skulls.,Harry Potter And The Chamber Of Secrets,368,other,4,Malfoy
Malfoy,"The name Malfoy still commands a certain respect, yet the Ministry grows ever more meddlesome.",Harry Potter And The Chamber Of Secrets,378,other,4,Malfoy
Arthur Weasley,"There are rumors about a new Muggle Protection Act — no doubt that flea-bitten, Muggle-loving fool Arthur Weasley is behind it —”",Harry Potter And The Chamber Of Secrets,378,other,4,Arthur Weasley
Malfoy,"“Though if his grades don’t pick up,” said Mr. Malfoy, more coldly still, “that may indeed be all he is fit for —”",Harry Potter And The Chamber Of Secrets,384,dialogue,4,Malfoy
Malfoy,"“In that case, perhaps we can return to my list,” said Mr. Malfoy shortly.",Harry Potter And The Chamber Of Secrets,391,dialogue,4,Malfoy
Borgin,"“I am in something of a hurry, Borgin, I have important business elsewhere today —”",Harry Potter And The Chamber Of Secrets,391,other,4,Borgin
Harry,Harry wiped his forehead on his sleeve as Draco turned away.,Harry Potter And The Chamber Of Secrets,394,other,4,"Harry, Draco"
Borgin,"Muttering darkly, Mr. Borgin disappeared into a back room.",Harry Potter And The Chamber Of Secrets,398,other,4,Borgin
Harry,"Harry waited for a minute in case he came back, then, quietly as he could, slipped out of the cabinet, past the glass cases, and out of the shop door.",Harry Potter And The Chamber Of Secrets,398,movement,4,Harry
Harry,"Clutching his broken glasses to his face, Harry stared around.",Harry Potter And The Chamber Of Secrets,399,other,4,Harry
Burkes,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",Harry Potter And The Chamber Of Secrets,399,movement,4,"Borgin, Burkes"
Borgin,"The one he’d just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.",Harry Potter And The Chamber Of Secrets,399,movement,4,"Borgin, Burkes"
Knockturn Alley,An old wooden street sign hanging over a shop selling poisonous candles told him he was in Knockturn Alley.,Harry Potter And The Chamber Of Secrets,400,other,5,Knockturn Alley
Harry,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,other,5,"Knockturn Alley, Harry, yeh"
Yeh,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,other,5,"Knockturn Alley, Harry, yeh"
Knockturn Alley,"“Skulkin’ around Knockturn Alley, I dunno dodgy place, Harry — don’ want no one ter see yeh down there —”",Harry Potter And The Chamber Of Secrets,406,other,5,"Knockturn Alley, Harry, yeh"
Harry,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,other,5,"Harry, Dobby, Dursleys"
Dobby,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,other,5,"Harry, Dobby, Dursleys"
Dursleys,Harry explained all about Dobby and the Dursleys.,Harry Potter And The Chamber Of Secrets,410,other,5,"Harry, Dobby, Dursleys"
Harry,"“Oh, Harry — oh, my dear — you could have been anywhere —”",Harry Potter And The Chamber Of Secrets,418,other,5,Harry
Burkes,“Guess who I saw in Borgin and Burkes?”,Harry Potter And The Chamber Of Secrets,421,other,5,"Borgin, Burkes"
Weasley,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,Harry Potter And The Chamber Of Secrets,429,movement,5,"Weasley, Grangers, the Leaky Cauldron"
Grangers,Mr. Weasley was insisting on taking the Grangers off to the Leaky Cauldron for a drink.,Harry Potter And The Chamber Of Secrets,429,movement,5,"Weasley, Grangers, the Leaky Cauldron"
Percy,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Gambol,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Fred,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Lee Jordan,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Filibuster’S Fabulous Wet-Start,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Japes Wizarding Joke Shop,"In Gambol and Japes Wizarding Joke Shop, they met Fred, George, and Lee Jordan, who were stocking up on Dr. Filibuster’s Fabulous Wet-Start, No-Heat Fireworks, and in a tiny junk shop full of broken wands, lopsided brass scales, and old cloaks covered in potion stains they found Percy, deeply immersed in a small and deeply boring book called Prefects Who Gained Power.",Harry Potter And The Chamber Of Secrets,431,discovery,5,"Gambol, Japes Wizarding Joke Shop, Fred, Lee Jordan, Filibuster’s Fabulous Wet-Start, Percy"
Ron,"“A study of Hogwarts prefects and their later careers,” Ron read aloud off the back cover.",Harry Potter And The Chamber Of Secrets,432,other,5,Ron
Harry,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,movement,5,"Percy, Magic, Ron, Harry, Percy"
Ron,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,movement,5,"Percy, Magic, Ron, Harry, Percy"
Percy,"“’Course, he’s very ambitious, Percy, he’s got it all planned out.…He wants to be Minister of Magic…” Ron told Harry and Hermione in an undertone as they left Percy to it.",Harry Potter And The Chamber Of Secrets,433,movement,5,"Percy, Magic, Ron, Harry, Percy"
